Unnamed: 0,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Bwd PSH Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,ACK Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Init Bwd Win Byts,Fwd Act Data Pkts,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label,true_label
15331,84910793,7,5,269,960,45,33,38.42857143,4.961758521,363,37,192.0,122.3539946,14.47401392,0.14132479,7719163.0,24075869.17,80231065,9,84766796,14127799.33,32491782.7,80382084,9,84910793,21227698.25,39369397.83,80231684,151028,0,56,40,0.082439461,0.058885329,33,363,97.38461538,105.1851847,11063.92308,0,0,0,0,0,105.5,38.42857143,192.0,-1,7,151028.0,0.0,151028,151028,80231065.0,0.0,80231065,80231065,1,1
12761,9011768,5,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.665796101,1802353.6,2687064.578,6008845,5,9011761,2252940.25,2876380.688,6008845,5,0,0.0,0.0,0,0,0,140,28,0.554830084,0.110966017,0,0,0.0,0.0,0.0,0,1,0,0,0,0.0,0.0,0.0,64240,0,3002918.0,0.0,3002918,3002918,6008845.0,0.0,6008845,6008845,1,1
12383,9012716,5,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.66572607,1802543.2,2686987.414,6008200,8,9012708,2253177.0,2876235.329,6008200,10,0,0.0,0.0,0,0,0,140,28,0.554771725,0.110954345,0,0,0.0,0.0,0.0,0,1,0,0,0,0.0,0.0,0.0,64240,0,3004506.0,0.0,3004506,3004506,6008200.0,0.0,6008200,6008200,1,1
50073,27316,0,2,0,328,0,0,0.0,0.0,292,36,164.0,181.019336,12007.61458,73.2171621,27316.0,0.0,27316,27316,0,0.0,0.0,0,0,27316,27316.0,0.0,27316,27316,0,0,16,0.0,73.2171621,36,292,121.3333333,147.8016689,21845.33333,0,0,0,0,0,182.0,0.0,164.0,-1,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0
48700,110116,0,2,0,389,0,0,0.0,0.0,347,42,194.5,215.6675683,3532.638309,18.16266483,110116.0,0.0,110116,110116,0,0.0,0.0,0,0,110116,110116.0,0.0,110116,110116,0,0,16,0.0,18.16266483,42,347,143.6666667,176.0918321,31008.33333,0,0,0,0,0,215.5,0.0,194.5,-1,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0
3776,72301,0,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,27.66213469,72301.0,0.0,72301,72301,0,0.0,0.0,0,0,72301,72301.0,0.0,72301,72301,0,0,60,0.0,27.66213469,0,0,0.0,0.0,0.0,0,1,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0
50597,23388,0,2,0,229,0,0,0.0,0.0,184,45,114.5,98.28784258,9791.345989,85.51393877,23388.0,0.0,23388,23388,0,0.0,0.0,0,0,23388,23388.0,0.0,23388,23388,0,0,16,0.0,85.51393877,45,184,91.33333333,80.25168742,6440.333333,0,0,0,0,0,137.0,0.0,114.5,-1,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0
4788,129126,0,2,0,130,0,0,0.0,0.0,94,36,65.0,41.01219331,1006.768583,15.48874742,129126.0,0.0,129126,129126,0,0.0,0.0,0,0,129126,129126.0,0.0,129126,129126,0,0,16,0.0,15.48874742,36,94,55.33333333,33.48631561,1121.333333,0,0,0,0,0,83.0,0.0,65.0,-1,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0
13282,200875,0,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,9.956440572,200875.0,0.0,200875,200875,0,0.0,0.0,0,0,200875,200875.0,0.0,200875,200875,0,0,40,0.0,9.956440572,0,0,0.0,0.0,0.0,1,0,0,1,0,0.0,0.0,0.0,6432,0,0.0,0.0,0,0,0.0,0.0,0,0,1,1
24967,7,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,285714.2857,7.0,0.0,7,7,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,20,20,142857.1429,142857.1429,0,0,0.0,0.0,0.0,0,0,0,1,1,0.0,0.0,0.0,63837,0,0.0,0.0,0,0,0.0,0.0,0,0,1,1
13997,9012607,5,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.665734121,1802521.4,2687068.3,6008533,7,9012595,2253148.75,2876342.818,6008533,7,0,0.0,0.0,0,0,0,140,28,0.554778434,0.110955687,0,0,0.0,0.0,0.0,0,1,0,0,0,0.0,0.0,0.0,64240,0,3004065.0,0.0,3004065,3004065,6008533.0,0.0,6008533,6008533,1,1
16176,44445,0,2,0,115,0,0,0.0,0.0,77,38,57.5,27.57716447,2587.467657,44.99943751,44445.0,0.0,44445,44445,0,0.0,0.0,0,0,44445,44445.0,0.0,44445,44445,0,0,16,0.0,44.99943751,38,77,51.0,22.5166605,507.0,0,0,0,0,0,76.5,0.0,57.5,-1,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0
48435,56062,0,2,0,298,0,0,0.0,0.0,265,33,149.0,164.0487732,5315.543505,35.67478863,56062.0,0.0,56062,56062,0,0.0,0.0,0,0,56062,56062.0,0.0,56062,56062,0,0,16,0.0,35.67478863,33,265,110.3333333,133.9452625,17941.33333,0,0,0,0,0,165.5,0.0,149.0,-1,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0
24147,7852984,7,12,1373,3843,1046,0,196.1428571,383.207702,1420,0,320.25,538.4604527,664.2061158,2.419462462,436276.8889,1090292.22,4626878,65,7511897,1251982.833,1698666.779,4626878,4083,7852984,713907.6364,1418561.33,4851472,65,0,140,256,0.891380907,1.528081555,0,1420,260.8,470.7282823,221585.1158,0,1,0,0,1,274.5263158,196.1428571,320.25,65535,3,0.0,0.0,0,0,0.0,0.0,0,0,0,0
15069,1291,2,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2323.780015,645.5,904.3895731,1285,6,1285,1285.0,0.0,1285,1285,0,0.0,0.0,0,0,0,40,20,1549.186677,774.5933385,0,0,0.0,0.0,0.0,0,0,0,1,0,0.0,0.0,0.0,63681,0,0.0,0.0,0,0,0.0,0.0,0,0,1,1
27856,921,4,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,6514.65798,184.2,189.0521092,419,6,915,305.0,284.353653,572,6,425,425.0,0.0,425,425,0,88,56,4343.10532,2171.55266,0,0,0.0,0.0,0.0,0,1,0,0,0,0.0,0.0,0.0,8192,0,0.0,0.0,0,0,0.0,0.0,0,0,1,1
17134,6877007,25,60,1016,53048,517,0,40.64,125.9966534,1420,0,884.1333333,665.7890048,7861.559542,12.36002813,81869.13095,534128.2796,4814875,26,2020548,84189.5,197493.4354,810501,1850,6877007,116559.4407,649562.7813,4921640,26,0,500,1216,3.635302392,8.724725742,0,1420,628.6511628,681.603883,464583.8534,0,1,0,0,2,636.0470588,40.64,884.1333333,65535,3,0.0,0.0,0,0,0.0,0.0,0,0,0,0
27931,5944,10,5,2340,268,848,0,234.0,333.5092869,236,0,53.6,102.901895,438761.7766,2523.553163,424.5714286,662.71861,2560,10,5934,659.3333333,766.7838679,2560,21,5840,1460.0,1836.142696,4021,67,0,208,116,1682.368775,841.1843876,0,848,163.0,280.5033571,78682.13333,0,1,0,0,0,173.8666667,234.0,53.6,63190,6,0.0,0.0,0,0,0.0,0.0,0,0,1,1
31151,111115,0,3,0,699,0,0,0.0,0.0,298,103,233.0,112.5833025,6290.779823,26.99905503,55557.5,78553.19943,111103,12,0,0.0,0.0,0,0,111115,55557.5,78553.19943,111103,12,0,0,24,0.0,26.99905503,103,298,200.5,112.5833025,12675.0,0,0,0,0,0,267.3333333,0.0,233.0,-1,0,0.0,0.0,0,0,0.0,0.0,0,0,1,1
19223,7,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,285714.2857,7.0,0.0,7,7,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,28,28,142857.1429,142857.1429,0,0,0.0,0.0,0.0,0,1,0,0,1,0.0,0.0,0.0,64240,0,0.0,0.0,0,0,0.0,0.0,0,0,1,1
7301,57927615,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.069051695,19309205.0,33444508.53,57927597,9,57927606,28963803.0,40960990.29,57927597,9,0,0.0,0.0,0,0,0,60,20,0.051788771,0.017262924,0,0,0.0,0.0,0.0,0,0,0,1,0,0.0,0.0,0.0,63979,0,9.0,0.0,9,9,57927597.0,0.0,57927597,57927597,1,1
262,19723,0,2,0,308,0,0,0.0,0.0,255,53,154.0,142.8355698,15616.28555,101.4044517,19723.0,0.0,19723,19723,0,0.0,0.0,0,0,19723,19723.0,0.0,19723,19723,0,0,16,0.0,101.4044517,53,255,120.3333333,116.6247544,13601.33333,0,0,0,0,0,180.5,0.0,154.0,-1,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0
47224,25104,0,2,0,146,0,0,0.0,0.0,97,49,73.0,33.9411255,5815.806246,79.66857871,25104.0,0.0,25104,25104,0,0.0,0.0,0,0,25104,25104.0,0.0,25104,25104,0,0,16,0.0,79.66857871,49,97,65.0,27.71281292,768.0,0,0,0,0,0,97.5,0.0,73.0,-1,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0
8277,9012786,5,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.665720899,1802557.2,2687137.787,6008709,8,9012778,2253194.5,2876418.979,6008709,9,0,0.0,0.0,0,0,0,140,28,0.554767416,0.110953483,0,0,0.0,0.0,0.0,0,1,0,0,0,0.0,0.0,0.0,64240,0,3004068.0,0.0,3004068,3004068,6008709.0,0.0,6008709,6008709,1,1
35857,41428,0,2,0,241,0,0,0.0,0.0,196,45,120.5,106.773124,5817.321618,48.27652795,41428.0,0.0,41428,41428,0,0.0,0.0,0,0,41428,41428.0,0.0,41428,41428,0,0,16,0.0,48.27652795,45,196,95.33333333,87.17989065,7600.333333,0,0,0,0,0,143.0,0.0,120.5,-1,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0
29964,208,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,9615.384615,208.0,0.0,208,208,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,20,20,4807.692308,4807.692308,0,0,0.0,0.0,0.0,0,0,0,1,1,0.0,0.0,0.0,63972,0,0.0,0.0,0,0,0.0,0.0,0,0,1,1
17374,41395,0,2,0,118,0,0,0.0,0.0,83,35,59.0,33.9411255,2850.58582,48.31501389,41395.0,0.0,41395,41395,0,0.0,0.0,0,0,41395,41395.0,0.0,41395,41395,0,0,16,0.0,48.31501389,35,83,51.0,27.71281292,768.0,0,0,0,0,0,76.5,0.0,59.0,-1,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0
9094,2242,1,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1338.09099,1121.0,206.4751801,1267,975,0,0.0,0.0,0,0,2242,2242.0,0.0,2242,2242,0,20,40,446.0303301,892.0606601,0,0,0.0,0.0,0.0,0,0,1,1,2,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0
22210,11,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,181818.1818,11.0,0.0,11,11,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,28,28,90909.09091,90909.09091,0,0,0.0,0.0,0.0,0,1,0,0,1,0.0,0.0,0.0,64240,0,0.0,0.0,0,0,0.0,0.0,0,0,1,1
4146,26976,1,2,35,154,35,35,35.0,0.0,119,35,77.0,59.39696962,7006.227758,111.2099644,13488.0,19062.18461,26967,9,0,0.0,0.0,0,0,26976,26976.0,0.0,26976,26976,0,8,16,37.06998814,74.13997628,35,119,56.0,42.0,1764.0,0,0,0,0,2,74.66666667,35.0,77.0,-1,1,0.0,0.0,0,0,0.0,0.0,0,0,1,1
22715,11,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,181818.1818,11.0,0.0,11,11,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,20,20,90909.09091,90909.09091,0,0,0.0,0.0,0.0,0,0,0,1,1,0.0,0.0,0.0,63837,0,0.0,0.0,0,0,0.0,0.0,0,0,1,1
12422,8912135,5,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.673239353,1782427.0,2647960.223,5908499,8,8912122,2228030.5,2832873.911,5908499,8,0,0.0,0.0,0,0,0,140,28,0.561032794,0.112206559,0,0,0.0,0.0,0.0,0,1,0,0,0,0.0,0.0,0.0,64240,0,3003626.0,0.0,3003626,3003626,5908499.0,0.0,5908499,5908499,1,1
32619,40293,0,2,0,255,0,0,0.0,0.0,221,34,127.5,132.2289681,6328.642692,49.63641327,40293.0,0.0,40293,40293,0,0.0,0.0,0,0,40293,40293.0,0.0,40293,40293,0,0,16,0.0,49.63641327,34,221,96.33333333,107.9645003,11656.33333,0,0,0,0,0,144.5,0.0,127.5,-1,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0
4341,9022775,5,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.664983888,1804555.0,2691537.353,6020436,2,9022767,2255691.75,2881377.329,6020436,2,0,0.0,0.0,0,0,0,140,28,0.55415324,0.110830648,0,0,0.0,0.0,0.0,0,1,0,0,0,0.0,0.0,0.0,64240,0,3002332.0,0.0,3002332,3002332,6020436.0,0.0,6020436,6020436,1,1
993,181703,1,2,31,193,31,31,31.0,0.0,162,31,96.5,92.63098834,1232.780967,16.51045938,90851.5,72819.97765,142343,39360,0,0.0,0.0,0,0,181703,181703.0,0.0,181703,181703,0,8,16,5.503486459,11.00697292,31,162,63.75,65.5,4290.25,0,0,0,0,2,85.0,31.0,96.5,-1,1,0.0,0.0,0,0,0.0,0.0,0,0,1,1
33000,22990,0,2,0,144,0,0,0.0,0.0,100,44,72.0,39.59797975,6263.592866,86.99434537,22990.0,0.0,22990,22990,0,0.0,0.0,0,0,22990,22990.0,0.0,22990,22990,0,0,16,0.0,86.99434537,44,100,62.66666667,32.33161507,1045.333333,0,0,0,0,0,94.0,0.0,72.0,-1,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0
31609,5998466,3,1,294,98,98,98,98.0,0.0,98,98,98.0,0.0,65.35004116,0.666837155,1999488.667,3463199.505,5998447,9,5998457,2999228.5,4241535.479,5998447,10,0,0.0,0.0,0,0,0,24,8,0.500127866,0.166709289,98,98,98.0,0.0,0.0,0,0,0,0,0,122.5,98.0,98.0,-1,3,9.0,0.0,9,9,5998447.0,0.0,5998447,5998447,1,1
39152,26874,0,2,0,204,0,0,0.0,0.0,166,38,102.0,90.50966799,7590.980129,74.42137382,26874.0,0.0,26874,26874,0,0.0,0.0,0,0,26874,26874.0,0.0,26874,26874,0,0,16,0.0,74.42137382,38,166,80.66666667,73.90083446,5461.333333,0,0,0,0,0,121.0,0.0,102.0,-1,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0
45740,84530,0,2,0,137,0,0,0.0,0.0,104,33,68.5,50.20458146,1620.726369,23.66023897,84530.0,0.0,84530,84530,0,0.0,0.0,0,0,84530,84530.0,0.0,84530,84530,0,0,16,0.0,23.66023897,33,104,56.66666667,40.99186911,1680.333333,0,0,0,0,0,85.0,0.0,68.5,-1,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0
32997,33877,0,2,0,108,0,0,0.0,0.0,70,38,54.0,22.627417,3188.00366,59.03710482,33877.0,0.0,33877,33877,0,0.0,0.0,0,0,33877,33877.0,0.0,33877,33877,0,0,16,0.0,59.03710482,38,70,48.66666667,18.47520861,341.3333333,0,0,0,0,0,73.0,0.0,54.0,-1,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0
37641,116590298,93,613,5179,640551,118,45,55.68817204,10.46835656,1056,47,1044.944535,103.0154988,5538.45398,6.055392362,165376.3092,1013350.227,9927891,0,114847356,1248340.826,2559489.009,9928123,99,116590298,190507.0229,1098623.66,9930925,0,0,744,4904,0.797665,5.257727363,45,1056,913.4045262,349.5849305,122209.6237,0,0,0,0,6,914.6983003,55.68817204,1044.944535,-1,93,2917563.7,3227701.572,9651673,202,7858507.4,1636159.448,9927891,5260668,1,1
20026,40603,0,2,0,116,0,0,0.0,0.0,83,33,58.0,35.35533906,2856.931754,49.25744403,40603.0,0.0,40603,40603,0,0.0,0.0,0,0,40603,40603.0,0.0,40603,40603,0,0,16,0.0,49.25744403,33,83,49.66666667,28.86751346,833.3333333,0,0,0,0,0,74.5,0.0,58.0,-1,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0
24678,15343,0,2,0,290,0,0,0.0,0.0,257,33,145.0,158.391919,18901.12755,130.3526038,15343.0,0.0,15343,15343,0,0.0,0.0,0,0,15343,15343.0,0.0,15343,15343,0,0,16,0.0,130.3526038,33,257,107.6666667,129.3264603,16725.33333,0,0,0,0,0,161.5,0.0,145.0,-1,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0
45427,43516,0,2,0,402,0,0,0.0,0.0,368,34,201.0,236.1736649,9237.981432,45.96010663,43516.0,0.0,43516,43516,0,0.0,0.0,0,0,43516,43516.0,0.0,43516,43516,0,0,16,0.0,45.96010663,34,368,145.3333333,192.8349899,37185.33333,0,0,0,0,0,218.0,0.0,201.0,-1,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0
10198,9012668,5,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.665729615,1802533.6,2687032.633,6008380,8,9012659,2253164.75,2876294.423,6008380,8,0,0.0,0.0,0,0,0,140,28,0.554774679,0.110954936,0,0,0.0,0.0,0.0,0,1,0,0,0,0.0,0.0,0.0,64240,0,3004278.0,0.0,3004278,3004278,6008380.0,0.0,6008380,6008380,1,1
52365,29330,0,2,0,152,0,0,0.0,0.0,114,38,76.0,53.74011537,5182.407092,68.189567,29330.0,0.0,29330,29330,0,0.0,0.0,0,0,29330,29330.0,0.0,29330,29330,0,0,16,0.0,68.189567,38,114,63.33333333,43.87862046,1925.333333,0,0,0,0,0,95.0,0.0,76.0,-1,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0
2351,274,0,3,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,10948.90511,137.0,179.6051224,264,10,0,0.0,0.0,0,0,274,137.0,179.6051224,264,10,0,0,80,0.0,10948.90511,0,0,0.0,0.0,0.0,0,1,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1,1
48977,10890914,7,8,390,3932,233,0,55.71428571,90.73535563,1420,0,491.5,641.5701721,396.8445624,1.377294872,777922.4286,2536543.213,9565742,73,10861277,1810212.833,3807728.902,9565742,605,1068066,152580.8571,253557.5127,705082,73,0,140,176,0.642737607,0.734557265,0,1420,270.125,497.8292713,247833.9833,0,1,0,0,1,288.1333333,55.71428571,491.5,65535,3,1324567.0,0.0,1324567,1324567,9565742.0,0.0,9565742,9565742,0,0
33509,35479,0,2,0,109,0,0,0.0,0.0,73,36,54.5,26.1629509,3072.239917,56.37137462,35479.0,0.0,35479,35479,0,0.0,0.0,0,0,35479,35479.0,0.0,35479,35479,0,0,16,0.0,56.37137462,36,73,48.33333333,21.36195996,456.3333333,0,0,0,0,0,72.5,0.0,54.5,-1,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0
17909,12,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,166666.6667,12.0,0.0,12,12,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,20,20,83333.33333,83333.33333,0,0,0.0,0.0,0.0,0,0,0,1,1,0.0,0.0,0.0,63837,0,0.0,0.0,0,0,0.0,0.0,0,0,1,1
48669,6187612,8,10,379,5742,222,0,47.375,82.9508245,1420,0,574.2,695.0865334,989.2346191,2.909038253,363977.1765,1383079.096,5724346,48,6153063,879009.0,2139555.606,5724346,2058,6184948,687216.4444,1998577.529,6016533,48,0,160,216,1.29290589,1.616132363,0,1420,322.1578947,564.6806633,318864.2515,0,1,0,0,1,340.0555556,47.375,574.2,65535,3,459652.0,0.0,459652,459652,5724346.0,0.0,5724346,5724346,0,0
29333,4788201,32,81,1331,42530,437,0,41.59375,100.6936777,1452,0,525.0617284,616.6719011,9160.225312,23.59967762,42751.79464,278107.0662,2930524,6,1850437,59691.51613,65772.36402,256152,9,4693469,58668.3625,329082.3993,2930524,6,0,720,1660,6.683094548,16.91658308,0,1452,384.745614,566.3730565,320778.4391,0,1,0,0,2,388.1504425,41.59375,525.0617284,64009,14,0.0,0.0,0,0,0.0,0.0,0,0,1,1
2561,402089,1,2,34,262,34,34,34.0,0.0,228,34,131.0,137.1787156,736.1554283,7.461034746,201044.5,85144.84884,261251,140838,0,0.0,0.0,0,0,402089,402089.0,0.0,402089,402089,0,8,16,2.487011582,4.974023164,34,228,82.5,97.0,9409.0,0,0,0,0,2,110.0,34.0,131.0,-1,1,0.0,0.0,0,0,0.0,0.0,0,0,1,1
37649,70059,1,2,98,389,98,98,98.0,0.0,291,98,194.5,136.4716088,6951.283918,42.82105083,35029.5,49530.7087,70053,6,0,0.0,0.0,0,0,70059,70059.0,0.0,70059,70059,0,8,16,14.27368361,28.54736722,98,291,146.25,96.5,9312.25,0,0,0,0,2,195.0,98.0,194.5,-1,1,0.0,0.0,0,0,0.0,0.0,0,0,1,1
5090,118851,1,3,33,286,33,33,33.0,0.0,159,33,95.33333333,63.01058112,2684.032949,33.65558557,39617.0,67982.86027,118116,52,0,0.0,0.0,0,0,118851,59425.5,83074.44019,118168,683,0,8,24,8.413896391,25.24168917,33,159,70.4,56.13198732,3150.8,0,0,0,0,3,88.0,33.0,95.33333333,-1,1,0.0,0.0,0,0,0.0,0.0,0,0,0,0
